"region","household","membernumb","age","sex","peoplivinghh","languageofinterview","longwaitingtime","lackofnursingstaff","lackofrespect","lackofdrugsupply","tooexpenscantpay","someonehhneedcsps","stat_csps","religioncm","mainsourcehhincome","hhreceiveservic","attendedschool"
"Cascades",11,8,21,"Female",8,"jula","Yes","No","No","No","No","yes","other","Islam","other","yes","frequent"
"Cascades",11,6,17,"Female",8,"jula","Yes","No","No","No","No","yes","other","Islam","other","yes","never attended"
"Cascades",11,3,19,"male",8,"jula","Yes","No","No","No","No","yes","other","Islam","other","yes","frequent"
"Cascades",11,7,10,"Female",8,"jula","Yes","No","No","No","No","yes","other","Islam","other","yes","frequent"
"Cascades",11,2,55,"Female",8,"jula","Yes","No","No","No","No","yes","other","Islam","other","yes","never attended"
"Cascades",11,4,16,"Female",8,"jula","Yes","No","No","No","No","yes","other","Islam","other","yes","frequent"
"Cascades",9,3,23,"male",6,"jula","Yes","Yes","No","Yes","No","yes","other","Catholic","other","no","never attended"
"Cascades",9,2,25,"Female",6,"jula","Yes","Yes","No","Yes","No","yes","other","Catholic","other","no","previousely attended"
"Cascades",9,1,29,"male",6,"jula","Yes","Yes","No","Yes","No","yes","other","Catholic","other","no","previousely attended"
"Cascades",9,4,15,"male",6,"jula","Yes","Yes","No","Yes","No","yes","other","Catholic","other","no","frequent"
"Cascades",9,6,26,"male",6,"jula","Yes","Yes","No","Yes","No","yes","other","Catholic","other","no","frequent"
"Cascades",1,5,13,"male",11,"jula","No","Yes","No","Yes","No","yes","other","animism","agriculture","yes","frequent"
"Cascades",1,7,7,"male",11,"jula","No","Yes","No","Yes","No","yes","other","animism","agriculture","yes","frequent"
"Cascades",1,6,8,"Female",11,"jula","No","Yes","No","Yes","No","yes","other","animism","agriculture","yes","frequent"
"Cascades",1,3,24,"Female",11,"jula","No","Yes","No","Yes","No","yes","other","animism","agriculture","yes","never attended"
"Cascades",1,2,29,"Female",11,"jula","No","Yes","No","Yes","No","yes","other","animism","agriculture","yes","never attended"
"Cascades",1,1,35,"male",11,"jula","No","Yes","No","Yes","No","yes","other","animism","agriculture","yes","never attended"
"Cascades",1,4,23,"Female",11,"jula","No","Yes","No","Yes","No","yes","other","animism","agriculture","yes","never attended"
"Cascades",7,4,29,"Female",6,"jula","Yes","No","No","Yes","Yes","yes","other","animism","other","no","never attended"
"Cascades",7,6,10,"male",6,"jula","Yes","No","No","Yes","Yes","yes","other","animism","other","no","frequent"
"Cascades",7,3,7,"Female",6,"jula","Yes","No","No","Yes","Yes","yes","other","animism","other","no","frequent"
"Cascades",7,2,7,"Female",6,"jula","Yes","No","No","Yes","Yes","yes","other","animism","other","no","frequent"
"Cascades",7,1,67,"Female",6,"jula","Yes","No","No","Yes","Yes","yes","other","animism","other","no","never attended"
"Cascades",8,8,8,"male",10,"jula","No","No","No","Yes","No","yes","other","Catholic","other","no","frequent"
"Cascades",8,4,23,"Female",10,"jula","No","No","No","Yes","No","yes","other","Catholic","other","no","frequent"
"Cascades",8,2,52,"Female",10,"jula","No","No","No","Yes","No","yes","other","Catholic","other","no","previousely attended"
"Cascades",8,7,13,"Female",10,"jula","No","No","No","Yes","No","yes","other","Catholic","other","no","frequent"
"Cascades",8,5,21,"male",10,"jula","No","No","No","Yes","No","yes","other","Catholic","other","no","frequent"
"Cascades",8,6,22,"male",10,"jula","No","No","No","Yes","No","yes","other","Catholic","other","no","frequent"
"Cascades",8,3,26,"Female",10,"jula","No","No","No","Yes","No","yes","other","Catholic","other","no","previousely attended"
"Cascades",8,9,7,"male",10,"jula","No","No","No","Yes","No","yes","other","Catholic","other","no","never attended"
"Cascades",8,1,50,"male",10,"jula","No","No","No","Yes","No","yes","other","Catholic","other","no","previousely attended"
"Cascades",2,2,27,"Female",2,"jula","Yes","No","No","Yes","No","yes","other","animism","agriculture","no","never attended"
"Cascades",2,1,32,"male",2,"jula","Yes","No","No","Yes","No","yes","other","animism","agriculture","no","previousely attended"
"Cascades",4,2,17,"Female",3,"jula","No","No","No","No","No","yes","other","Islam","agriculture","no","never attended"
"Cascades",4,1,24,"male",3,"jula","No","No","No","No","No","yes","other","Islam","agriculture","no","never attended"
"Cascades",6,5,15,"Female",8,"jula","Yes","Yes","No","Yes","Yes","yes","other","Islam","agriculture","no","frequent"
"Cascades",6,7,10,"male",8,"jula","Yes","Yes","No","Yes","Yes","yes","other","Islam","agriculture","no","frequent"
"Cascades",6,2,35,"Female",8,"jula","Yes","Yes","No","Yes","Yes","yes","other","Islam","agriculture","no","never attended"
"Cascades",6,8,26,"male",8,"jula","Yes","Yes","No","Yes","Yes","yes","other","Islam","agriculture","no","frequent"
"Cascades",6,6,14,"Female",8,"jula","Yes","Yes","No","Yes","Yes","yes","other","Islam","agriculture","no","frequent"
"Cascades",6,1,45,"male",8,"jula","Yes","Yes","No","Yes","Yes","yes","other","Islam","agriculture","no","never attended"
"Cascades",6,3,14,"male",8,"jula","Yes","Yes","No","Yes","Yes","yes","other","Islam","agriculture","no","frequent"
"Cascades",12,2,28,"Female",9,"jula","Yes","No","No","No","No","yes","other","Islam","other","no","never attended"
"Cascades",12,3,28,"Female",9,"jula","Yes","No","No","No","No","yes","other","Islam","other","no","never attended"
"Cascades",12,5,7,"Female",9,"jula","Yes","No","No","No","No","yes","other","Islam","other","no","frequent"
"Cascades",12,1,39,"male",9,"jula","Yes","No","No","No","No","yes","other","Islam","other","no","previousely attended"
"Cascades",12,4,9,"male",9,"jula","Yes","No","No","No","No","yes","other","Islam","other","no","frequent"
"Cascades",13,4,8,"Female",4,"jula","Yes","No","No","No","No","yes","other","Islam","agriculture","no","never attended"
"Cascades",13,1,74,"male",4,"jula","Yes","No","No","No","No","yes","other","Islam","agriculture","no","never attended"
"Cascades",13,3,65,"Female",4,"jula","Yes","No","No","No","No","yes","other","Islam","agriculture","no","never attended"
"Cascades",13,2,48,"Female",4,"jula","Yes","No","No","No","No","yes","other","Islam","agriculture","no","never attended"
"Cascades",14,2,58,"Female",8,"jula","Yes","No","No","Yes","No","yes","other","animism","agriculture","no","never attended"
"Cascades",14,3,54,"Female",8,"jula","Yes","No","No","Yes","No","yes","other","animism","agriculture","no","never attended"
"Cascades",14,6,19,"Female",8,"jula","Yes","No","No","Yes","No","yes","other","animism","agriculture","no","frequent"
"Cascades",14,5,24,"Female",8,"jula","Yes","No","No","Yes","No","yes","other","animism","agriculture","no","previousely attended"
"Cascades",14,4,57,"Female",8,"jula","Yes","No","No","Yes","No","yes","other","animism","agriculture","no","never attended"
"Cascades",14,1,70,"male",8,"jula","Yes","No","No","Yes","No","yes","other","animism","agriculture","no","never attended"
"Cascades",14,8,71,"Female",8,"jula","Yes","No","No","Yes","No","yes","other","animism","agriculture","no","never attended"
"Cascades",14,7,14,"male",8,"jula","Yes","No","No","Yes","No","yes","other","animism","agriculture","no","frequent"
"Cascades",15,1,50,"male",10,"jula","Yes","No","No","Yes","No","yes","other","animism","agriculture","no","previousely attended"
"Cascades",15,6,45,"Female",10,"jula","Yes","No","No","Yes","No","yes","other","animism","agriculture","no","never attended"
"Cascades",15,9,10,"Female",10,"jula","Yes","No","No","Yes","No","yes","other","animism","agriculture","no","frequent"
"Cascades",15,3,17,"Female",10,"jula","Yes","No","No","Yes","No","yes","other","animism","agriculture","no","never attended"
"Cascades",15,7,17,"Female",10,"jula","Yes","No","No","Yes","No","yes","other","animism","agriculture","no","never attended"
"Cascades",15,2,37,"Female",10,"jula","Yes","No","No","Yes","No","yes","other","animism","agriculture","no","never attended"
"Cascades",15,5,11,"male",10,"jula","Yes","No","No","Yes","No","yes","other","animism","agriculture","no","frequent"
"Cascades",16,4,35,"Female",6,"jula","Yes","No","No","Yes","No","yes","other","Islam","agriculture","no","never attended"
"Cascades",16,5,11,"male",6,"jula","Yes","No","No","Yes","No","yes","other","Islam","agriculture","no","frequent"
"Cascades",16,1,33,"male",6,"jula","Yes","No","No","Yes","No","yes","other","Islam","agriculture","no","previousely attended"
"Cascades",16,2,33,"Female",6,"jula","Yes","No","No","Yes","No","yes","other","Islam","agriculture","no","never attended"
"Cascades",16,3,15,"Female",6,"jula","Yes","No","No","Yes","No","yes","other","Islam","agriculture","no","frequent"
"Cascades",16,6,7,"male",6,"jula","Yes","No","No","Yes","No","yes","other","Islam","agriculture","no","frequent"
"Cascades",17,3,7,"male",6,"jula","No","No","No","No","No","yes","other","Islam","agriculture","no","never attended"
"Cascades",17,1,30,"male",6,"jula","No","No","No","No","No","yes","other","Islam","agriculture","no","never attended"
"Cascades",17,2,25,"Female",6,"jula","No","No","No","No","No","yes","other","Islam","agriculture","no","never attended"
"Cascades",18,2,29,"Female",5,"French","Yes","Yes","Yes","Yes","No","yes","other","Protestantism","agriculture","yes","never attended"
"Cascades",18,1,33,"male",5,"French","Yes","Yes","Yes","Yes","No","yes","other","Protestantism","agriculture","yes","previousely attended"
"Cascades",18,3,10,"male",5,"French","Yes","Yes","Yes","Yes","No","yes","other","Protestantism","agriculture","yes","frequent"
"Cascades",19,5,48,"Female",11,"jula","No","No","No","No","No","yes","other","Islam","agriculture","no","never attended"
"Cascades",19,1,65,"male",11,"jula","No","No","No","No","No","yes","other","Islam","agriculture","no","never attended"
"Cascades",19,9,15,"male",11,"jula","No","No","No","No","No","yes","other","Islam","agriculture","no","frequent"
"Cascades",19,2,27,"Female",11,"jula","No","No","No","No","No","yes","other","Islam","agriculture","no","never attended"
"Cascades",19,7,22,"male",11,"jula","No","No","No","No","No","yes","other","Islam","agriculture","no","previousely attended"
"Cascades",19,8,19,"Female",11,"jula","No","No","No","No","No","yes","other","Islam","agriculture","no","frequent"
"Cascades",19,6,27,"male",11,"jula","No","No","No","No","No","yes","other","Islam","agriculture","no","never attended"
"Cascades",19,10,26,"male",11,"jula","No","No","No","No","No","yes","other","Islam","agriculture","no","never attended"
"Cascades",19,4,54,"Female",11,"jula","No","No","No","No","No","yes","other","Islam","agriculture","no","never attended"
"Cascades",19,3,57,"Female",11,"jula","No","No","No","No","No","yes","other","Islam","agriculture","no","never attended"
"Cascades",19,11,20,"male",11,"jula","No","No","No","No","No","yes","other","Islam","agriculture","no","frequent"
"Cascades",1,1,50,"male",11,"jula","No","Yes","No","Yes","Yes","yes","other","animism","agriculture","yes","never attended"
"Cascades",1,9,21,"Female",11,"jula","No","Yes","No","Yes","Yes","yes","other","animism","agriculture","yes","never attended"
"Cascades",1,8,52,"Female",11,"jula","No","Yes","No","Yes","Yes","yes","other","animism","agriculture","yes","never attended"
"Cascades",1,3,18,"male",11,"jula","No","Yes","No","Yes","Yes","yes","other","animism","agriculture","yes","frequent"
"Cascades",1,4,20,"Female",11,"jula","No","Yes","No","Yes","Yes","yes","other","animism","agriculture","yes","never attended"
"Cascades",1,2,35,"Female",11,"jula","No","Yes","No","Yes","Yes","yes","other","animism","agriculture","yes","never attended"
"Cascades",1,10,8,"Female",11,"jula","No","Yes","No","Yes","Yes","yes","other","animism","agriculture","yes","never attended"
"Cascades",5,5,14,"Female",12,"jula","Yes","No","No","Yes","No","yes","other","Islam","agriculture","yes","frequent"
"Cascades",5,4,18,"male",12,"jula","Yes","No","No","Yes","No","yes","other","Islam","agriculture","yes","frequent"
"Cascades",5,1,49,"male",12,"jula","Yes","No","No","Yes","No","yes","other","Islam","agriculture","yes","never attended"
"Cascades",5,11,11,"male",12,"jula","Yes","No","No","Yes","No","yes","other","Islam","agriculture","yes","never attended"
"Cascades",5,6,8,"male",12,"jula","Yes","No","No","Yes","No","yes","other","Islam","agriculture","yes","never attended"
"Cascades",5,3,24,"male",12,"jula","Yes","No","No","Yes","No","yes","other","Islam","agriculture","yes","never attended"
"Cascades",5,2,44,"Female",12,"jula","Yes","No","No","Yes","No","yes","other","Islam","agriculture","yes","never attended"
"Cascades",5,9,30,"Female",12,"jula","Yes","No","No","Yes","No","yes","other","Islam","agriculture","yes","never attended"
"Cascades",5,10,13,"male",12,"jula","Yes","No","No","Yes","No","yes","other","Islam","agriculture","yes","frequent"
"Cascades",6,6,9,"Female",9,"jula","Yes","No","No","Yes","No","yes","other","Islam","agriculture","yes","frequent"
"Cascades",6,1,38,"male",9,"jula","Yes","No","No","Yes","No","yes","other","Islam","agriculture","yes","never attended"
"Cascades",6,5,28,"Female",9,"jula","Yes","No","No","Yes","No","yes","other","Islam","agriculture","yes","never attended"
"Cascades",6,2,32,"Female",9,"jula","Yes","No","No","Yes","No","yes","other","Islam","agriculture","yes","never attended"
"Cascades",6,9,10,"Female",9,"jula","Yes","No","No","Yes","No","yes","other","Islam","agriculture","yes","never attended"
"Cascades",6,3,10,"Female",9,"jula","Yes","No","No","Yes","No","yes","other","Islam","agriculture","yes","frequent"
"Cascades",7,1,38,"male",11,"jula","No","No","No","Yes","No","yes","other","Islam","agriculture","yes","never attended"
"Cascades",7,8,10,"male",11,"jula","No","No","No","Yes","No","yes","other","Islam","agriculture","yes","frequent"
"Cascades",7,2,34,"Female",11,"jula","No","No","No","Yes","No","yes","other","Islam","agriculture","yes","never attended"
"Cascades",7,7,30,"Female",11,"jula","No","No","No","Yes","No","yes","other","Islam","agriculture","yes","never attended"
"Cascades",7,9,7,"Female",11,"jula","No","No","No","Yes","No","yes","other","Islam","agriculture","yes","never attended"
"Cascades",7,4,8,"Female",11,"jula","No","No","No","Yes","No","yes","other","Islam","agriculture","yes","never attended"
"Cascades",7,3,14,"male",11,"jula","No","No","No","Yes","No","yes","other","Islam","agriculture","yes","frequent"
"Cascades",8,4,28,"Female",5,"jula","No","No","No","Yes","No","yes","other","Islam","agriculture","yes","never attended"
"Cascades",8,3,44,"Female",5,"jula","No","No","No","Yes","No","yes","other","Islam","agriculture","yes","never attended"
"Cascades",8,1,64,"male",5,"jula","No","No","No","Yes","No","yes","other","Islam","agriculture","yes","never attended"
"Cascades",8,2,52,"Female",5,"jula","No","No","No","Yes","No","yes","other","Islam","agriculture","yes","never attended"
"Cascades",10,2,56,"Female",7,"jula","No","No","No","Yes","No","yes","other","Islam","agriculture","yes","never attended"
"Cascades",10,4,57,"Female",7,"jula","No","No","No","Yes","No","yes","other","Islam","agriculture","yes","never attended"
"Cascades",10,1,62,"male",7,"jula","No","No","No","Yes","No","yes","other","Islam","agriculture","yes","never attended"
"Cascades",10,6,44,"Female",7,"jula","No","No","No","Yes","No","yes","other","Islam","agriculture","yes","never attended"
"Cascades",10,7,12,"Female",7,"jula","No","No","No","Yes","No","yes","other","Islam","agriculture","yes","never attended"
"Cascades",10,5,13,"male",7,"jula","No","No","No","Yes","No","yes","other","Islam","agriculture","yes","frequent"
"Cascades",10,3,14,"Female",7,"jula","No","No","No","Yes","No","yes","other","Islam","agriculture","yes","previousely attended"
"Cascades",17,3,8,"male",5,"jula","No","No","No","No","No","yes","other","Islam","agriculture","yes","never attended"
"Cascades",17,1,27,"male",5,"jula","No","No","No","No","No","yes","other","Islam","agriculture","yes","never attended"
"Cascades",17,2,25,"Female",5,"jula","No","No","No","No","No","yes","other","Islam","agriculture","yes","never attended"
"Cascades",1,5,18,"male",5,"jula","No","No","No","Yes","No","yes","other","Islam","animal husbandry","no","frequent"
"Cascades",1,1,66,"male",5,"jula","No","No","No","Yes","No","yes","other","Islam","animal husbandry","no","never attended"
"Cascades",1,4,19,"male",5,"jula","No","No","No","Yes","No","yes","other","Islam","animal husbandry","no","frequent"
"Cascades",1,3,51,"Female",5,"jula","No","No","No","Yes","No","yes","other","Islam","animal husbandry","no","never attended"
"Cascades",1,2,56,"Female",5,"jula","No","No","No","Yes","No","yes","other","Islam","animal husbandry","no","never attended"
"Cascades",2,2,46,"Female",6,"jula","No","No","No","No","No","yes","other","animism","agriculture","no","never attended"
"Cascades",2,6,22,"male",6,"jula","No","No","No","No","No","yes","other","animism","agriculture","no","frequent"
"Cascades",2,1,58,"male",6,"jula","No","No","No","No","No","yes","other","animism","agriculture","no","never attended"
"Cascades",2,4,11,"male",6,"jula","No","No","No","No","No","yes","other","animism","agriculture","no","frequent"
"Cascades",2,5,17,"male",6,"jula","No","No","No","No","No","yes","other","animism","agriculture","no","frequent"
"Cascades",2,3,41,"Female",6,"jula","No","No","No","No","No","yes","other","animism","agriculture","no","never attended"
"Cascades",3,1,72,"Female",1,"jula","No","No","No","Yes","No","yes","other","Islam","agriculture","no","never attended"
"Cascades",4,3,13,"Female",3,"jula","No","No","No","Yes","No","yes","other","Islam","Small business Service ","yes","frequent"
"Cascades",4,2,44,"Female",3,"jula","No","No","No","Yes","No","yes","other","Islam","Small business Service ","yes","never attended"
"Cascades",4,1,62,"male",3,"jula","No","No","No","Yes","No","yes","other","Islam","Small business Service ","yes","never attended"
"Cascades",5,3,12,"Female",4,"jula","No","No","No","Yes","No","yes","other","Islam","Small business Service ","no","frequent"
"Cascades",5,2,37,"Female",4,"jula","No","No","No","Yes","No","yes","other","Islam","Small business Service ","no","never attended"
"Cascades",5,1,39,"male",4,"jula","No","No","No","Yes","No","yes","other","Islam","Small business Service ","no","never attended"
"Cascades",6,3,6,"Female",10,"jula","No","No","No","Yes","No","yes","other","animism","agriculture","yes","never attended"
"Cascades",6,9,11,"male",10,"jula","No","No","No","Yes","No","yes","other","animism","agriculture","yes","frequent"
"Cascades",6,8,12,"male",10,"jula","No","No","No","Yes","No","yes","other","animism","agriculture","yes","frequent"
"Cascades",6,6,8,"male",10,"jula","No","No","No","Yes","No","yes","other","animism","agriculture","yes","frequent"
"Cascades",6,1,32,"male",10,"jula","No","No","No","Yes","No","yes","other","animism","agriculture","yes","previousely attended"
"Cascades",6,2,26,"Female",10,"jula","No","No","No","Yes","No","yes","other","animism","agriculture","yes","previousely attended"
"Cascades",6,10,8,"male",10,"jula","No","No","No","Yes","No","yes","other","animism","agriculture","yes","never attended"
"Cascades",6,5,15,"male",10,"jula","No","No","No","Yes","No","yes","other","animism","agriculture","yes","frequent"
"Cascades",6,7,18,"male",10,"jula","No","No","No","Yes","No","yes","other","animism","agriculture","yes","never attended"
"Cascades",7,5,14,"male",9,"French","No","Yes","No","Yes","Yes","yes","other","Islam","agriculture","yes","never attended"
"Cascades",7,3,10,"male",9,"French","No","Yes","No","Yes","Yes","yes","other","Islam","agriculture","yes","frequent"
"Cascades",7,4,8,"male",9,"French","No","Yes","No","Yes","Yes","yes","other","Islam","agriculture","yes","never attended"
"Cascades",7,2,34,"Female",9,"French","No","Yes","No","Yes","Yes","yes","other","Islam","agriculture","yes","never attended"
"Cascades",7,7,16,"male",9,"French","No","Yes","No","Yes","Yes","yes","other","Islam","agriculture","yes","never attended"
"Cascades",7,1,49,"male",9,"French","No","Yes","No","Yes","Yes","yes","other","Islam","agriculture","yes","never attended"
"Cascades",8,3,31,"Female",10,"jula","No","Yes","No","Yes","Yes","yes","other","Islam","agriculture","yes","never attended"
"Cascades",8,9,11,"male",10,"jula","No","Yes","No","Yes","Yes","yes","other","Islam","agriculture","yes","never attended"
"Cascades",8,7,7,"Female",10,"jula","No","Yes","No","Yes","Yes","yes","other","Islam","agriculture","yes","never attended"
"Cascades",8,1,52,"male",10,"jula","No","Yes","No","Yes","Yes","yes","other","Islam","agriculture","yes","previousely attended"
"Cascades",8,5,15,"Female",10,"jula","No","Yes","No","Yes","Yes","yes","other","Islam","agriculture","yes","never attended"
"Cascades",8,10,14,"Female",10,"jula","No","Yes","No","Yes","Yes","yes","other","Islam","agriculture","yes","never attended"
"Cascades",8,4,21,"male",10,"jula","No","Yes","No","Yes","Yes","yes","other","Islam","agriculture","yes","previousely attended"
"Cascades",8,2,42,"Female",10,"jula","No","Yes","No","Yes","Yes","yes","other","Islam","agriculture","yes","never attended"
"Cascades",9,1,31,"male",3,"jula","Yes","Yes","No","Yes","Yes","yes","other","Islam","agriculture","no","previousely attended"
"Cascades",9,2,24,"Female",3,"jula","Yes","Yes","No","Yes","Yes","yes","other","Islam","agriculture","no","previousely attended"
"Cascades",10,4,8,"male",9,"jula","Yes","Yes","No","Yes","Yes","yes","other","Islam","agriculture","yes","frequent"
"Cascades",10,2,33,"Female",9,"jula","Yes","Yes","No","Yes","Yes","yes","other","Islam","agriculture","yes","never attended"
"Cascades",10,8,12,"Female",9,"jula","Yes","Yes","No","Yes","Yes","yes","other","Islam","agriculture","yes","frequent"
"Cascades",10,3,29,"Female",9,"jula","Yes","Yes","No","Yes","Yes","yes","other","Islam","agriculture","yes","never attended"
"Cascades",10,6,11,"male",9,"jula","Yes","Yes","No","Yes","Yes","yes","other","Islam","agriculture","yes","frequent"
"Cascades",10,1,46,"male",9,"jula","Yes","Yes","No","Yes","Yes","yes","other","Islam","agriculture","yes","never attended"
"Cascades",10,7,12,"male",9,"jula","Yes","Yes","No","Yes","Yes","yes","other","Islam","agriculture","yes","frequent"
"Cascades",11,1,36,"male",6,"jula","Yes","Yes","No","Yes","Yes","yes","other","Islam","agriculture","no","never attended"
"Cascades",11,3,8,"male",6,"jula","Yes","Yes","No","Yes","Yes","yes","other","Islam","agriculture","no","never attended"
"Cascades",11,6,62,"Female",6,"jula","Yes","Yes","No","Yes","Yes","yes","other","Islam","agriculture","no","never attended"
"Cascades",11,5,96,"male",6,"jula","Yes","Yes","No","Yes","Yes","yes","other","Islam","agriculture","no","never attended"
"Cascades",11,2,46,"Female",6,"jula","Yes","Yes","No","Yes","Yes","yes","other","Islam","agriculture","no","never attended"
"Cascades",12,2,26,"Female",4,"jula","No","No","No","Yes","Yes","yes","other","animism","agriculture","no","never attended"
"Cascades",12,1,32,"male",4,"jula","No","No","No","Yes","Yes","yes","other","animism","agriculture","no","never attended"
"Cascades",13,2,59,"Female",5,"jula","No","No","No","Yes","Yes","yes","other","Catholic","agriculture","no","never attended"
"Cascades",13,3,43,"Female",5,"jula","No","No","No","Yes","Yes","yes","other","Catholic","agriculture","no","never attended"
"Cascades",13,4,9,"Female",5,"jula","No","No","No","Yes","Yes","yes","other","Catholic","agriculture","no","never attended"
"Cascades",13,1,67,"male",5,"jula","No","No","No","Yes","Yes","yes","other","Catholic","agriculture","no","never attended"
"Cascades",15,2,35,"Female",7,"French","Yes","No","No","No","Yes","yes","other","Islam","agriculture","no","never attended"
"Cascades",15,1,37,"male",7,"French","Yes","No","No","No","Yes","yes","other","Islam","agriculture","no","previousely attended"
"Cascades",15,4,12,"Female",7,"French","Yes","No","No","No","Yes","yes","other","Islam","agriculture","no","frequent"
"Cascades",15,3,15,"Female",7,"French","Yes","No","No","No","Yes","yes","other","Islam","agriculture","no","frequent"
"Cascades",15,7,18,"Female",7,"French","Yes","No","No","No","Yes","yes","other","Islam","agriculture","no","never attended"
"Cascades",15,5,8,"male",7,"French","Yes","No","No","No","Yes","yes","other","Islam","agriculture","no","frequent"
"Cascades",16,3,20,"male",8,"jula","Yes","Yes","No","Yes","Yes","yes","other","animism","agriculture","no","never attended"
"Cascades",16,6,14,"male",8,"jula","Yes","Yes","No","Yes","Yes","yes","other","animism","agriculture","no","never attended"
"Cascades",16,2,46,"Female",8,"jula","Yes","Yes","No","Yes","Yes","yes","other","animism","agriculture","no","never attended"
"Cascades",16,8,9,"male",8,"jula","Yes","Yes","No","Yes","Yes","yes","other","animism","agriculture","no","frequent"
"Cascades",16,5,16,"male",8,"jula","Yes","Yes","No","Yes","Yes","yes","other","animism","agriculture","no","never attended"
"Cascades",16,4,18,"Female",8,"jula","Yes","Yes","No","Yes","Yes","yes","other","animism","agriculture","no","never attended"
"Cascades",16,7,10,"male",8,"jula","Yes","Yes","No","Yes","Yes","yes","other","animism","agriculture","no","frequent"
"Cascades",16,1,61,"male",8,"jula","Yes","Yes","No","Yes","Yes","yes","other","animism","agriculture","no","never attended"
"Cascades",17,2,43,"Female",4,"jula","No","No","No","No","No","yes","other","animism","agriculture","no","never attended"
"Cascades",17,4,9,"Female",4,"jula","No","No","No","No","No","yes","other","animism","agriculture","no","never attended"
"Cascades",17,3,12,"Female",4,"jula","No","No","No","No","No","yes","other","animism","agriculture","no","never attended"
"Cascades",17,1,63,"male",4,"jula","No","No","No","No","No","yes","other","animism","agriculture","no","never attended"
"Cascades",20,6,31,"Female",9,"jula","Yes","No","No","Yes","No","yes","other","animism","agriculture","no","never attended"
"Cascades",20,3,12,"Female",9,"jula","Yes","No","No","Yes","No","yes","other","animism","agriculture","no","frequent"
"Cascades",20,2,38,"Female",9,"jula","Yes","No","No","Yes","No","yes","other","animism","agriculture","no","never attended"
"Cascades",20,5,9,"Female",9,"jula","Yes","No","No","Yes","No","yes","other","animism","agriculture","no","frequent"
"Cascades",20,1,43,"male",9,"jula","Yes","No","No","Yes","No","yes","other","animism","agriculture","no","never attended"
"Cascades",20,7,9,"male",9,"jula","Yes","No","No","Yes","No","yes","other","animism","agriculture","no","never attended"
"Cascades",20,4,11,"Female",9,"jula","Yes","No","No","Yes","No","yes","other","animism","agriculture","no","frequent"
"Cascades",15,6,11,"Female",6,"jula","Yes","Yes","No","Yes","Yes","yes","other","animism","agriculture","no","frequent"
"Cascades",15,5,14,"Female",6,"jula","Yes","Yes","No","Yes","Yes","yes","other","animism","agriculture","no","frequent"
"Cascades",15,2,46,"Female",6,"jula","Yes","Yes","No","Yes","Yes","yes","other","animism","agriculture","no","previousely attended"
"Cascades",15,1,52,"male",6,"jula","Yes","Yes","No","Yes","Yes","yes","other","animism","agriculture","no","never attended"
"Cascades",15,3,25,"male",6,"jula","Yes","Yes","No","Yes","Yes","yes","other","animism","agriculture","no","previousely attended"
"Cascades",15,4,16,"male",6,"jula","Yes","Yes","No","Yes","Yes","yes","other","animism","agriculture","no","frequent"
"Cascades",14,4,18,"male",8,"jula","Yes","No","No","Yes","Yes","yes","other","animism","other","no","previousely attended"
"Cascades",14,6,17,"male",8,"jula","Yes","No","No","Yes","Yes","yes","other","animism","other","no","frequent"
"Cascades",14,7,22,"male",8,"jula","Yes","No","No","Yes","Yes","yes","other","animism","other","no","frequent"
"Cascades",14,3,13,"male",8,"jula","Yes","No","No","Yes","Yes","yes","other","animism","other","no","frequent"
"Cascades",14,1,68,"male",8,"jula","Yes","No","No","Yes","Yes","yes","other","animism","other","no","previousely attended"
"Cascades",14,2,55,"Female",8,"jula","Yes","No","No","Yes","Yes","yes","other","animism","other","no","never attended"
"Cascades",14,8,48,"male",8,"jula","Yes","No","No","Yes","Yes","yes","other","animism","other","no","never attended"
"Cascades",14,5,19,"male",8,"jula","Yes","No","No","Yes","Yes","yes","other","animism","other","no","frequent"
"Cascades",1,2,29,"Female",4,"jula","No","No","No","Yes","No","yes","other","Islam","Small business Service ","no","never attended"
"Cascades",1,1,31,"male",4,"jula","No","No","No","Yes","No","yes","other","Islam","Small business Service ","no","previousely attended"
"Cascades",2,3,24,"male",4,"jula","Yes","No","No","Yes","No","yes","other","Islam","agriculture","yes","frequent"
"Cascades",2,1,68,"male",4,"jula","Yes","No","No","Yes","No","yes","other","Islam","agriculture","yes","frequent"
"Cascades",2,2,57,"Female",4,"jula","Yes","No","No","Yes","No","yes","other","Islam","agriculture","yes","previousely attended"
"Cascades",3,7,16,"Female",9,"French","Yes","Yes","Yes","Yes","No","yes","other","Islam","agriculture","yes","frequent"
"Cascades",3,9,13,"Female",9,"French","Yes","Yes","Yes","Yes","No","yes","other","Islam","agriculture","yes","frequent"
"Cascades",3,5,31,"Female",9,"French","Yes","Yes","Yes","Yes","No","yes","other","Islam","agriculture","yes","previousely attended"
"Cascades",3,3,23,"male",9,"French","Yes","Yes","Yes","Yes","No","yes","other","Islam","agriculture","yes","frequent"
"Cascades",3,4,19,"male",9,"French","Yes","Yes","Yes","Yes","No","yes","other","Islam","agriculture","yes","previousely attended"
"Cascades",3,8,14,"male",9,"French","Yes","Yes","Yes","Yes","No","yes","other","Islam","agriculture","yes","frequent"
"Cascades",3,1,54,"male",9,"French","Yes","Yes","Yes","Yes","No","yes","other","Islam","agriculture","yes","previousely attended"
